User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Days_of_membership,Number_of_Comments_in_public_forum,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk,Time_spent_chatting
11581,female,28.0,A,Non_Verified,bicurious,Submisive,Nobody,114.0,617.0,1771.0,42.0,0.0,0.0,16.0,"3732,30983,28357,5238,17282,15799,19636,20922,30434,12529,30767,28729",2,0
11583,male,28.8,B,Non_Verified,Heterosexual,Dominant,Nobody,0.0,860.0,1771.0,0.0,1.0,0.0,0.0,,2,0
11590,male,29.0,A,Non_Verified,Heterosexual,Switch,Women,30.0,800.0,1771.0,1.0,0.0,0.0,0.0,,2,0
11595,female,40.3,H,Non_Verified,bicurious,Submisive,Nobody,0.0,490.0,1771.0,0.0,0.0,0.0,0.0,,2,0
11597,male,23.9,A,Non_Verified,Heterosexual,Switch,Women,19.0,176.0,1771.0,8.0,0.0,0.0,0.0,,2,1
1160,female,25.4,A,Non_Verified,Heterosexual,Switch,Nobody,15.0,8.0,2623.0,0.0,0.0,0.0,0.0,"19410,2081,15092",2,241
11600,male,54.3,E,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1646.0,1771.0,0.0,0.0,0.0,0.0,,2,0
11601,female,41.7,S,Non_Verified,bisexual,Dominant,Nobody,0.0,1645.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11602,male,40.6,A,Non_Verified,Heterosexual,Switch,Nobody,15.0,1629.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11603,male,47.6,A,Non_Verified,Heterosexual,Switch,Women,0.0,89.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11604,male,39.4,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1645.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11605,male,33.9,L,Non_Verified,bisexual,Switch,Nobody,0.0,1641.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11608,female,28.6,A,Non_Verified,bicurious,Submisive,Nobody,0.0,1560.0,1770.0,0.0,1.0,0.0,0.0,,2,11
11609,female,45.6,H,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1436.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11611,male,44.1,A,Non_Verified,Heterosexual,Switch,Women,0.0,1645.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11615,male,37.1,M,Non_Verified,Heterosexual,Submisive,Nobody,0.0,20.0,1770.0,0.0,0.0,0.0,0.0,,2,260
11616,male,34.4,L,Non_Verified,bisexual,Submisive,Men_and_Women,15.0,1135.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11617,male,41.0,M,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1645.0,1770.0,0.0,1.0,0.0,0.0,,2,0
11618,male,56.8,M,Non_Verified,Heterosexual,Dominant,Women,0.0,299.0,1770.0,0.0,0.0,0.0,0.0,,2,6
11620,male,56.5,A,Non_Verified,bisexual,Dominant,Women,0.0,23.0,1770.0,0.0,1.0,0.0,0.0,,2,2
11621,male,40.4,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1645.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11623,female,39.7,A,Non_Verified,Heterosexual,Submisive,Men,15.0,1631.0,1770.0,0.0,0.0,0.0,0.0,,2,0
11625,male,34.9,A,Non_Verified,Heterosexual,Dominant,Nobody,15.0,801.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11626,female,24.5,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11627,female,36.6,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1545.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11632,male,40.7,L,Non_Verified,Heterosexual,Dominant,Women,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11633,male,43.6,K,Non_Verified,Heterosexual,Submisive,Nobody,15.0,1424.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11634,female,28.9,B,Non_Verified,Heterosexual,Submisive,Men,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11635,male,37.1,S,Non_Verified,Heterosexual,Dominant,Women,95.0,1.0,1769.0,0.0,1.0,0.0,1.0,,2,0
11637,male,41.8,L,Non_Verified,Heterosexual,Switch,Nobody,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11639,male,34.5,O,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11641,male,45.4,B,Non_Verified,Heterosexual,Switch,Nobody,0.0,1644.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11642,male,36.1,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,983.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11643,male,51.7,E,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1626.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11644,male,33.3,G,Non_Verified,bisexual,Dominant,Men_and_Women,0.0,374.0,1769.0,0.0,0.0,0.0,0.0,,2,3380
11646,male,43.1,A,Non_Verified,bisexual,Submisive,Nobody,15.0,1586.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11648,male,45.7,F,Non_Verified,bisexual,Submisive,Nobody,0.0,1524.0,1769.0,0.0,0.0,0.0,0.0,,2,14
1165,male,50.0,O,Non_Verified,bisexual,Switch,Nobody,30.0,3.0,2622.0,0.0,0.0,0.0,0.0,,2,61
11650,female,27.2,G,Non_Verified,bisexual,Submisive,Nobody,15.0,37.0,1769.0,0.0,0.0,0.0,0.0,18162,2,16
11652,male,35.3,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1611.0,1769.0,0.0,0.0,0.0,0.0,,2,0
11654,male,36.0,A,Non_Verified,bisexual,Submisive,Nobody,75.0,185.0,1768.0,0.0,1.0,0.0,18.0,,2,0
11656,male,27.6,B,Non_Verified,Heterosexual,Switch,Nobody,15.0,1640.0,1768.0,0.0,1.0,0.0,0.0,,2,0
11657,male,34.5,S,Non_Verified,bisexual,Submisive,Nobody,0.0,246.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11659,male,49.4,K,Non_Verified,Heterosexual,Switch,Nobody,0.0,1631.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11661,male,43.0,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1636.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11663,male,36.4,H,Non_Verified,Heterosexual,Switch,Nobody,1.0,29.0,1768.0,2.0,0.0,0.0,0.0,,2,0
11664,male,40.0,L,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1432.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11667,male,32.8,J,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1639.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11668,male,30.3,N,Non_Verified,bicurious,Switch,Nobody,15.0,1515.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11669,male,29.2,A,Non_Verified,Heterosexual,Submisive,Women,15.0,661.0,1768.0,0.0,0.0,0.0,0.0,,2,1
1167,male,42.9,A,Non_Verified,bisexual,Submisive,Nobody,15.0,613.0,2622.0,0.0,0.0,0.0,0.0,,2,0
11671,male,39.7,M,Non_Verified,Heterosexual,Dominant,Nobody,0.0,7.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11674,female,26.3,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1617.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11675,male,49.6,L,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1191.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11676,male,30.1,G,Non_Verified,bicurious,Switch,Men_and_Women,15.0,1.0,1768.0,0.0,0.0,0.0,0.0,,2,21
11677,male,39.0,S,Non_Verified,Heterosexual,Dominant,Women,15.0,834.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11678,male,41.8,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1643.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11680,female,27.8,A,Non_Verified,Heterosexual,Submisive,Men,0.0,1640.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11681,male,46.4,L,Non_Verified,Heterosexual,Submisive,Nobody,15.0,1468.0,1768.0,0.0,0.0,0.0,0.0,,2,0
11684,male,64.1,B,Non_Verified,Heterosexual,Switch,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11685,male,30.6,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11686,female,31.1,A,Non_Verified,bisexual,Dominant,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11687,male,42.3,K,Non_Verified,Heterosexual,Dominant,Women,-25.0,347.0,1767.0,0.0,0.0,0.0,0.0,,2,304
11688,male,30.1,O,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11689,female,41.9,A,Non_Verified,Heterosexual,Submisive,Men,15.0,1573.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11692,male,30.9,B,Non_Verified,Heterosexual,Switch,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11693,male,33.1,A,Non_Verified,Heterosexual,Submisive,Women,15.0,1.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11694,male,34.1,S,Non_Verified,Heterosexual,Dominant,Nobody,41.0,117.0,1767.0,30.0,0.0,0.0,2.0,"19247,18504",2,0
11696,male,31.1,A,Non_Verified,Heterosexual,Submisive,Men_and_Women,0.0,3.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11697,male,26.8,O,Non_Verified,bicurious,Switch,Nobody,0.0,1543.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11698,male,32.3,G,Non_Verified,bisexual,Switch,Nobody,0.0,1641.0,1767.0,1.0,0.0,0.0,0.0,,2,0
11699,female,25.0,A,Non_Verified,bisexual,Switch,Women,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11700,male,41.1,A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0.0,224.0,1767.0,0.0,0.0,0.0,0.0,19143,2,88
11701,male,44.7,G,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1635.0,1767.0,0.0,0.0,0.0,0.0,,2,22
11702,male,44.6,G,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1582.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11704,male,42.3,M,Non_Verified,bisexual,Submisive,Men_and_Women,0.0,1636.0,1767.0,0.0,0.0,0.0,27.0,,2,0
11706,male,35.3,A,Non_Verified,Heterosexual,Submisive,Women,15.0,516.0,1767.0,1.0,2.0,0.0,0.0,17441,2,0
11708,male,55.8,N,Non_Verified,Heterosexual,Submisive,Women,40.0,156.0,1767.0,4.0,0.0,0.0,5.0,"31998,19316,20546,15792,14902,23330,14866,18537,18590,19635,21494",2,0
11709,male,29.8,O,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1636.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11712,male,35.0,L,Non_Verified,Heterosexual,Dominant,,15.0,1.0,1767.0,0.0,1.0,0.0,3.0,,2,0
11714,male,43.5,A,Non_Verified,bisexual,Submisive,Nobody,75.0,18.0,1767.0,0.0,0.0,0.0,17.0,"6389,22828",2,3294
11715,female,50.3,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1642.0,1767.0,0.0,0.0,0.0,0.0,,2,0
11716,female,38.0,L,Non_Verified,bisexual,Submisive,Nobody,70.0,1325.0,1767.0,6.0,0.0,0.0,0.0,11463,2,29
11718,male,56.8,L,Non_Verified,Heterosexual,Switch,Women,21.0,1623.0,1766.0,9.0,0.0,0.0,0.0,,2,0
11719,male,30.9,A,Non_Verified,Heterosexual,Switch,Women,0.0,7.0,1766.0,1.0,0.0,0.0,0.0,,2,0
11720,male,45.7,E,Non_Verified,Heterosexual,Switch,Nobody,0.0,1641.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11721,female,33.6,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1641.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11722,male,40.0,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1641.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11723,male,40.0,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1641.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11726,male,29.4,O,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1641.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11730,male,33.9,L,Non_Verified,Heterosexual,Dominant,Nobody,0.0,831.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11732,male,36.3,A,Non_Verified,bicurious,Submisive,Nobody,0.0,415.0,1766.0,0.0,0.0,0.0,0.0,,2,4
11733,male,32.3,G,Non_Verified,Heterosexual,Switch,Nobody,55.0,1550.0,1766.0,0.0,1.0,0.0,7.0,,2,0
11734,male,24.7,M,Non_Verified,Heterosexual,Dominant,Nobody,0.0,891.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11735,male,40.8,K,Non_Verified,Heterosexual,Switch,Women,15.0,38.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11737,male,44.3,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1328.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11738,male,25.1,H,Non_Verified,bisexual,Submisive,Men_and_Women,15.0,1.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11740,male,28.2,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1312.0,1766.0,0.0,0.0,0.0,0.0,,2,0
11743,female,45.9,S,Non_Verified,Heterosexual,Submisive,Men,15.0,1242.0,1765.0,0.0,0.0,0.0,0.0,,2,0
11744,female,27.1,A,Verified,bisexual,Switch,Men_and_Women,100.0,248.0,1765.0,13.0,0.0,0.0,4.0,"3732,4438,16903",2,0
11746,male,41.1,B,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1640.0,1765.0,0.0,0.0,0.0,0.0,,2,0
11748,male,34.2,O,Non_Verified,Heterosexual,Switch,Women,0.0,1640.0,1765.0,0.0,0.0,0.0,0.0,,2,0
11749,male,39.6,K,Non_Verified,Heterosexual,Dominant,Women,15.0,941.0,1765.0,0.0,0.0,0.0,0.0,,2,62
1175,male,31.9,L,Non_Verified,Heterosexual,Dominant,Nobody,2.0,3.0,2619.0,2.0,0.0,0.0,0.0,"8672,30977,47166",2,406
11751,male,32.2,A,Non_Verified,bicurious,Submisive,Nobody,0.0,602.0,1765.0,0.0,0.0,0.0,0.0,,2,0
11752,female,41.3,A,Non_Verified,bicurious,Dominant,Nobody,53.0,1224.0,1765.0,72.0,1.0,0.0,0.0,,2,0
11753,male,44.2,E,Non_Verified,Heterosexual,Switch,Nobody,0.0,1624.0,1765.0,0.0,0.0,0.0,0.0,,2,0
11754,male,35.6,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1632.0,1765.0,0.0,0.0,0.0,0.0,,2,18
11757,male,38.6,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1540.0,1765.0,0.0,0.0,0.0,0.0,,2,12
11760,male,37.3,A,Non_Verified,bicurious,Submisive,Women,15.0,3.0,1765.0,0.0,2.0,0.0,0.0,,2,0
11762,male,41.5,B,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1639.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11764,female,25.2,A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15.0,4.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11768,male,45.0,A,Non_Verified,bicurious,Submisive,Men_and_Women,0.0,1639.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11772,male,49.6,D,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1637.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11773,male,33.1,L,Non_Verified,Heterosexual,Submisive,Women,15.0,102.0,1764.0,0.0,0.0,0.0,0.0,,2,1
11774,male,32.3,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1639.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11775,male,32.3,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1586.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11778,female,26.0,B,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1370.0,1764.0,0.0,0.0,0.0,0.0,14,2,0
11779,male,32.6,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1236.0,1764.0,0.0,0.0,0.0,0.0,,2,124
11782,male,41.0,A,Non_Verified,Heterosexual,Submisive,Women,15.0,390.0,1764.0,0.0,0.0,0.0,0.0,,2,0
11790,male,37.7,M,Non_Verified,bisexual,Submisive,Nobody,0.0,700.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11791,male,36.8,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11793,male,37.5,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1.0,1763.0,0.0,0.0,0.0,0.0,,2,4910
11795,female,40.4,G,Non_Verified,Heterosexual,Submisive,Nobody,15.0,264.0,1763.0,0.0,2.0,0.0,0.0,,2,0
11796,female,30.7,G,Non_Verified,bisexual,Submisive,Men,104.0,5.0,1763.0,4.0,2.0,0.0,9.0,"235,5085,13896,12061,7911,19860,22880,21981,6094,23109,10277,14945,11942,24247,249,4806,9423",2,17
11797,female,26.8,A,Non_Verified,Heterosexual,Submisive,Men,15.0,1571.0,1763.0,0.0,1.0,0.0,0.0,"9465,4631",2,273
11798,male,34.9,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1636.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11799,male,46.9,M,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1134.0,1763.0,0.0,0.0,0.0,0.0,,2,0
1180,male,42.7,J,Non_Verified,Heterosexual,Dominant,Nobody,15.0,27.0,2616.0,0.0,1.0,0.0,0.0,,2,42
11801,male,41.8,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11802,male,29.3,A,Non_Verified,Heterosexual,Switch,Women,2.0,78.0,1763.0,2.0,0.0,0.0,0.0,,2,19
11803,male,45.1,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11804,male,64.9,A,Non_Verified,Homosexual,Submisive,Men,0.0,914.0,1763.0,0.0,0.0,0.0,0.0,,2,1
11805,female,23.8,A,Non_Verified,Heterosexual,Submisive,Nobody,15.0,1597.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11807,male,41.9,A,Non_Verified,bisexual,Switch,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11808,male,40.7,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11809,male,36.9,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11810,male,41.6,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,1493.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11812,male,55.9,O,Non_Verified,Heterosexual,Dominant,Nobody,15.0,1122.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11813,male,22.2,A,Non_Verified,Heterosexual,Submisive,Women,0.0,931.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11814,female,27.3,A,Non_Verified,bicurious,Switch,Nobody,0.0,1638.0,1763.0,0.0,0.0,0.0,0.0,,2,0
11819,male,46.3,B,Non_Verified,Heterosexual,Submisive,Nobody,0.0,441.0,1763.0,0.0,0.0,0.0,0.0,,2,0
1182,male,49.9,N,Non_Verified,Heterosexual,Switch,Women,126.0,4.0,2616.0,83.0,0.0,0.0,0.0,27311,2,1310
11820,female,33.7,A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,15.0,547.0,1763.0,0.0,0.0,0.0,0.0,,2,3
11821,male,30.8,N,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0.0,1540.0,1763.0,0.0,0.0,0.0,0.0,5553,2,0
11822,male,26.6,E,Non_Verified,bisexual,Submisive,Men,15.0,1468.0,1762.0,0.0,1.0,0.0,0.0,,2,0
11823,female,23.7,H,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1116.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11824,female,25.4,G,Non_Verified,Heterosexual,Submisive,Nobody,17.0,1012.0,1762.0,6.0,0.0,0.0,0.0,,2,0
11825,male,55.0,G,Non_Verified,bisexual,Switch,Men_and_Women,0.0,355.0,1762.0,0.0,0.0,0.0,0.0,,2,1
11826,male,37.5,G,Non_Verified,Heterosexual,Submisive,Nobody,0.0,69.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11827,male,23.1,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,810.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11828,male,23.1,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11831,male,56.1,E,Non_Verified,Heterosexual,Switch,Women,15.0,1552.0,1762.0,0.0,1.0,0.0,0.0,,2,0
11832,male,54.9,G,Non_Verified,bisexual,Dominant,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11833,male,42.7,B,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11835,female,39.5,B,Non_Verified,bisexual,Switch,Men_and_Women,0.0,38.0,1762.0,0.0,10.0,0.0,0.0,,2,0
11836,male,37.2,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1621.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11839,female,26.7,A,Non_Verified,Heterosexual,Submisive,Men,0.0,1618.0,1762.0,0.0,0.0,0.0,0.0,,2,0
1184,male,43.9,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,2190.0,2616.0,0.0,0.0,0.0,0.0,,2,0
11841,male,36.6,A,Non_Verified,bisexual,Dominant,Nobody,0.0,1306.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11842,male,34.2,C,Non_Verified,Heterosexual,Switch,Nobody,0.0,1546.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11846,male,32.3,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11847,male,54.1,A,Non_Verified,Heterosexual,Dominant,Women,3.0,1632.0,1762.0,3.0,0.0,0.0,0.0,,2,0
11848,male,39.1,G,Non_Verified,Heterosexual,Dominant,Women,0.0,21.0,1762.0,1.0,1.0,0.0,19.0,"33575,18398,30698",2,1071
11849,male,42.0,A,Non_Verified,Heterosexual,Dominant,Women,0.0,1603.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11850,male,23.3,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11851,male,29.1,A,Non_Verified,bisexual,Submisive,Nobody,0.0,1634.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11855,male,42.1,M,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1636.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11856,male,26.2,A,Non_Verified,bisexual,Dominant,Nobody,0.0,174.0,1762.0,0.0,1.0,0.0,0.0,,2,0
11857,female,21.5,H,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0.0,138.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11858,female,24.4,L,Non_Verified,Heterosexual,Submisive,Nobody,15.0,101.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11859,male,32.3,M,Non_Verified,Heterosexual,Dominant,Women,175.0,39.0,1762.0,0.0,0.0,0.0,0.0,,2,122
1186,male,58.4,B,Non_Verified,Heterosexual,Dominant,Nobody,0.0,129.0,2615.0,0.0,0.0,0.0,0.0,,2,0
11862,female,29.0,A,Non_Verified,bisexual,Switch,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11863,male,28.8,J,Non_Verified,Heterosexual,Switch,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11864,female,51.3,C,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1636.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11865,male,31.0,K,Non_Verified,Heterosexual,Switch,Nobody,0.0,1637.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11867,male,29.1,E,Non_Verified,Heterosexual,Switch,Women,54.0,213.0,1762.0,21.0,2.0,0.0,1.0,,2,38
11868,male,34.5,J,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1636.0,1762.0,0.0,0.0,0.0,0.0,,2,0
11869,male,30.7,A,Non_Verified,Heterosexual,Submisive,Nobody,0.0,1635.0,1762.0,0.0,0.0,0.0,0.0,,2,0
1187,male,33.8,E,Non_Verified,Heterosexual,Dominant,Women,21.0,4.0,2615.0,14.0,0.0,0.0,1.0,23449,2,1431
11870,male,35.4,A,Non_Verified,Heterosexual,Switch,Nobody,0.0,282.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11872,male,34.7,B,Non_Verified,Heterosexual,Switch,Nobody,0.0,1636.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11873,male,25.1,H,Non_Verified,Heterosexual,Dominant,Nobody,15.0,915.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11874,male,39.1,B,Non_Verified,Heterosexual,Submisive,Women,0.0,1502.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11875,male,29.8,O,Non_Verified,Heterosexual,Dominant,Women,15.0,1226.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11876,male,40.4,N,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,15.0,327.0,1761.0,0.0,1.0,0.0,0.0,"20332,11304",2,48
11878,male,35.2,A,Non_Verified,Heterosexual,Submisive,Women,0.0,1622.0,1761.0,0.0,1.0,0.0,0.0,,2,0
11879,female,24.3,D,Non_Verified,bisexual,Switch,Nobody,0.0,1636.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11880,female,23.6,E,Non_Verified,bisexual,Dominant,Men,10.0,1493.0,1761.0,0.0,0.0,0.0,4.0,11930,2,546
11882,male,28.9,H,Non_Verified,Homosexual,Submisive,Nobody,0.0,1636.0,1761.0,0.0,1.0,0.0,0.0,,2,0
11884,male,39.8,E,Non_Verified,Heterosexual,Submisive,Nobody,15.0,1636.0,1761.0,0.0,1.0,0.0,0.0,,2,0
11885,male,22.9,J,Non_Verified,bisexual,Submisive,Nobody,15.0,368.0,1761.0,0.0,2.0,0.0,0.0,,2,0
11887,male,22.9,M,Non_Verified,Heterosexual,Switch,Nobody,0.0,1636.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11889,male,46.3,A,Non_Verified,Heterosexual,Submisive,Women,0.0,1629.0,1761.0,0.0,0.0,0.0,0.0,7278,2,0
11890,male,31.4,A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,28.0,28.0,1761.0,3.0,0.0,0.0,2.0,,2,0
11892,male,47.1,C,Non_Verified,bisexual,Submisive,Nobody,0.0,1636.0,1761.0,0.0,0.0,0.0,0.0,,2,0
11893,male,33.2,A,Non_Verified,Heterosexual,Dominant,Nobody,0.0,1636.0,1761.0,0.0,0.0,0.0,0.0,,2,0
