	User_ID	Gender	Age	Location	Verification	Sexual_orientation	Sexual_polarity	Looking_for	Points_Rank	Last_login	Days_of_membership	Number_of_Comments_in_public_forum	Number_of_advertisments_posted	Number_of_offline_meetings_attended	Profile_pictures	Friends_ID_list	Risk	Time_spent_chatting
7316	20810	female	26.6	B	Non_Verified	bisexual	Submisive	Nobody	22.0	24.0	1465 days	9.0	0.0	0.0	4.0	43095,20197,46493,39702	2	352
7317	20811	male	41.7	H	Non_Verified	Heterosexual	Dominant	Nobody_but_maybe	3.0	45.0	1465 days	6.0	1.0	2.0	10.0	22603,20197,17986,21510,11047,6987,16844,17125,15522,24073,22565,18550,19805,9886	2	95
7318	20812	female	25.3	A	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	0.0	1315.0	1465 days	0.0	0.0	0.0	0.0		2	0
7319	20817	male	28.3	A	Non_Verified	Heterosexual	Switch	Nobody_but_maybe	15.0	1104.0	1464 days	0.0	1.0	0.0	0.0		2	62
7320	20818	male	46.3	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1339.0	1464 days	0.0	0.0	0.0	0.0		2	0
7321	2082	male	36.4	A	Non_Verified	Homosexual	Submisive	Nobody	15.0	2295.0	2439 days	0.0	0.0	0.0	0.0		2	0
7322	20821	male	22.6	M	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	0.0	1337.0	1464 days	0.0	0.0	0.0	0.0		2	0
7323	20822	male	27.5	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1325.0	1464 days	0.0	0.0	0.0	0.0		2	0
7324	20824	male	32.5	A	Non_Verified	bicurious	Switch	Women	30.0	1.0	1464 days	0.0	0.0	0.0	0.0	44334,13395	2	46
7325	20827	male	38.0	E	Non_Verified	bisexual	Dominant	Nobody	0.0	1339.0	1464 days	0.0	0.0	0.0	0.0		2	29
7326	20829	male	30.1	G	Non_Verified	Heterosexual	Switch	Nobody	0.0	1339.0	1464 days	0.0	0.0	0.0	0.0		2	0
7327	2083	male	51.9	B	Non_Verified	bisexual	Switch	Nobody	0.0	2314.0	2439 days	0.0	0.0	0.0	0.0		2	0
7328	20832	male	40.6	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1328.0	1464 days	0.0	0.0	0.0	0.0		2	0
7329	20839	female	41.6	B	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1339.0	1464 days	0.0	0.0	0.0	0.0		2	0
7330	2084	male	38.0	J	Non_Verified	bisexual	Submisive	Nobody	0.0	471.0	2439 days	0.0	0.0	0.0	0.0		2	0
7331	20840	male	61.3	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1282.0	1464 days	0.0	0.0	0.0	0.0		2	0
7332	20841	male	53.0	E	Non_Verified	Heterosexual	Switch	Nobody	0.0	149.0	1464 days	0.0	0.0	0.0	0.0		2	13
7333	20843	female	28.0	K	Non_Verified	Heterosexual	Submisive	Nobody	0.0	201.0	1464 days	0.0	0.0	0.0	0.0	6848	2	1
7334	20844	male	41.9	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	143.0	1464 days	0.0	0.0	0.0	0.0		2	0
7335	20845	female	25.0	A	Non_Verified	bicurious	Dominant	Nobody	15.0	1178.0	1464 days	0.0	0.0	0.0	0.0		2	0
7336	20846	female	20.9	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1339.0	1464 days	0.0	0.0	0.0	0.0		2	0
7337	20847	male	42.3	A	Non_Verified	Heterosexual	Dominant	Nobody	2.0	1330.0	1464 days	3.0	0.0	0.0	0.0	17986	2	0
7338	20848	male	33.0	C	Non_Verified	bicurious	Switch	Women	15.0	5.0	1463 days	0.0	0.0	0.0	0.0		2	217
7339	20850	male	33.5	G	Non_Verified	Homosexual	Submisive	Nobody	15.0	1338.0	1463 days	0.0	0.0	0.0	0.0		2	0
7340	20851	male	34.4	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	7.0	1463 days	0.0	2.0	0.0	0.0		2	44
7341	20852	female	34.6	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1338.0	1463 days	0.0	0.0	0.0	0.0		2	0
7342	20853	male	33.7	C	Non_Verified	bisexual	Dominant	Nobody	0.0	600.0	1463 days	0.0	1.0	0.0	0.0		2	0
7343	20854	male	47.7	A	Non_Verified	Heterosexual	Switch	Nobody	15.0	633.0	1463 days	0.0	0.0	0.0	0.0		2	0
7344	20855	female	31.6	B	Non_Verified	Homosexual	Submisive	Women	15.0	1018.0	1463 days	0.0	0.0	0.0	0.0		2	0
7345	20856	male	38.7	D	Non_Verified	Heterosexual	Dominant	Women	10.0	525.0	1463 days	0.0	0.0	0.0	0.0		2	0
7346	20857	male	33.3	B	Non_Verified	Heterosexual	Submisive	Women	15.0	717.0	1463 days	0.0	0.0	0.0	0.0		2	0
7347	20858	male	40.1	H	Non_Verified	Homosexual	Switch	Nobody	0.0	1338.0	1463 days	0.0	0.0	0.0	0.0		2	0
7348	2086	male	43.4	B	Non_Verified	Homosexual	Dominant	Nobody	0.0	2314.0	2439 days	0.0	0.0	0.0	0.0		2	0
7349	20861	male	28.7	G	Non_Verified	Heterosexual	Dominant	Nobody	0.0	7.0	1463 days	0.0	0.0	0.0	0.0		2	0
7350	20862	male	46.2	E	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1333.0	1463 days	0.0	0.0	0.0	0.0	20238	2	0
7351	20865	male	53.5	L	Non_Verified	Heterosexual	Submisive	Men_and_Women	0.0	1338.0	1463 days	0.0	0.0	0.0	0.0		2	0
7352	20866	male	49.3	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1336.0	1463 days	0.0	0.0	0.0	0.0		2	0
7353	20867	male	25.5	L	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1334.0	1463 days	0.0	0.0	0.0	0.0		2	0
7354	20869	female	31.3	A	Non_Verified	bicurious	Submisive	Nobody	0.0	1333.0	1462 days	0.0	0.0	0.0	0.0		2	0
7355	2087	male	38.5	A	Non_Verified	bisexual	Switch	Nobody	0.0	2313.0	2438 days	0.0	0.0	0.0	0.0		2	0
7356	20870	female	29.8	B	Non_Verified	bisexual	Dominant	Nobody	0.0	1259.0	1462 days	0.0	1.0	0.0	0.0		2	0
7357	20872	male	36.2	A	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	29.0	1.0	1462 days	17.0	0.0	0.0	0.0		2	59
7358	20873	female	29.3	A	Non_Verified	bisexual	Submisive	Nobody	0.0	1136.0	1462 days	0.0	0.0	0.0	0.0		2	0
7359	20874	male	50.3	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	83.0	1462 days	0.0	0.0	0.0	0.0		2	0
7360	20875	male	45.4	K	Non_Verified	Heterosexual	Dominant	Women	15.0	143.0	1462 days	0.0	0.0	0.0	0.0		2	0
7361	20877	male	26.6	O	Non_Verified	bicurious	Submisive	Nobody	15.0	553.0	1462 days	0.0	0.0	0.0	0.0		2	0
7362	20878	male	52.3	C	Non_Verified	bicurious	Submisive	Nobody	0.0	1329.0	1462 days	0.0	0.0	0.0	0.0		2	0
7363	20879	male	30.6	L	Non_Verified	Heterosexual	Switch	Nobody	0.0	1337.0	1462 days	0.0	0.0	0.0	0.0		2	1
7364	20880	male	30.7	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1337.0	1462 days	0.0	0.0	0.0	0.0		2	0
7365	20881	male	29.7	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1335.0	1462 days	0.0	0.0	0.0	0.0		2	0
7366	20882	male	41.7	O	Non_Verified	Heterosexual	Switch	Nobody	0.0	1326.0	1462 days	0.0	0.0	0.0	0.0		2	0
7367	20883	male	31.9	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1312.0	1462 days	0.0	0.0	0.0	0.0		2	0
7368	20885	male	37.8	B	Non_Verified	Homosexual	Switch	Nobody	0.0	1328.0	1462 days	0.0	0.0	0.0	0.0		2	0
7369	20886	female	48.6	A	Non_Verified	Heterosexual	Submisive	Nobody	15.0	1336.0	1462 days	0.0	1.0	0.0	0.0		2	0
7370	20887	male	52.1	A	Non_Verified	Heterosexual	Submisive	Women	0.0	1336.0	1462 days	0.0	0.0	0.0	0.0		2	0
7371	20889	male	48.8	L	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1337.0	1462 days	0.0	0.0	0.0	0.0		2	0
7372	2089	male	35.2	A	Non_Verified	Heterosexual	Dominant	Nobody	15.0	2265.0	2438 days	0.0	0.0	0.0	0.0		2	0
7373	20890	male	28.4	A	Non_Verified	Heterosexual	Submisive	Women	15.0	1083.0	1462 days	0.0	0.0	0.0	0.0		2	0
7374	20891	female	22.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1191.0	1461 days	0.0	0.0	0.0	0.0		2	0
7375	20893	male	45.8	G	Non_Verified	Homosexual	Submisive	Nobody	0.0	1294.0	1461 days	0.0	0.0	0.0	0.0		2	0
7376	20894	male	26.9	L	Non_Verified	Heterosexual	Switch	Nobody	0.0	1330.0	1461 days	0.0	0.0	0.0	0.0		2	2
7377	20895	female	33.6	E	Non_Verified	bicurious	Switch	Nobody	65.0	1216.0	1461 days	0.0	0.0	0.0	0.0		2	0
7378	20896	female	29.5	O	Non_Verified	bisexual	Submisive	Men_and_Women	0.0	41.0	1461 days	0.0	0.0	0.0	0.0	6845,7105,18996,5483,18893	2	0
7379	20897	male	29.9	E	Non_Verified	bisexual	Submisive	Nobody	0.0	1323.0	1461 days	0.0	0.0	0.0	0.0		2	0
7380	20898	male	35.7	G	Non_Verified	Homosexual	Submisive	Nobody	15.0	705.0	1461 days	0.0	0.0	0.0	0.0		2	18
7381	20899	male	42.3	A	Non_Verified	bisexual	Dominant	Nobody	0.0	1331.0	1461 days	0.0	0.0	0.0	0.0		2	0
7382	2090	male	34.7	S	Non_Verified	Homosexual	Submisive	Men	18.0	1.0	2438 days	16.0	2.0	0.0	0.0		2	0
7383	20900	female	21.3	A	Non_Verified	bicurious	Switch	Nobody_but_maybe	0.0	1336.0	1461 days	0.0	0.0	0.0	0.0		2	0
7384	20902	male	37.8	A	Non_Verified	Heterosexual	Dominant	Women	0.0	297.0	1461 days	0.0	0.0	0.0	0.0		2	0
7385	20903	male	38.6	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	8.0	1461 days	2.0	0.0	0.0	0.0		2	0
7386	20904	male	42.3	A	Non_Verified	Heterosexual	Dominant	Nobody	15.0	9.0	1461 days	0.0	1.0	0.0	3.0	34609	2	0
7387	2091	female	27.4	S	Non_Verified	bisexual	Submisive	Nobody	0.0	2313.0	2438 days	0.0	0.0	0.0	0.0		2	0
7388	20911	male	30.1	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1336.0	1461 days	0.0	0.0	0.0	0.0		2	0
7389	20913	male	30.8	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1293.0	1461 days	0.0	0.0	0.0	0.0		2	0
7390	20914	female	41.5	B	Non_Verified	Heterosexual	Submisive		0.0	550.0	1461 days	0.0	0.0	0.0	0.0		2	0
7391	20916	male	36.0	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1285.0	1461 days	0.0	0.0	0.0	0.0		2	0
7392	20918	male	36.6	E	Non_Verified	Heterosexual	Dominant	Nobody_but_maybe	51.0	1.0	1460 days	6.0	0.0	0.0	0.0	15819	2	62
7393	20919	male	36.9	N	Non_Verified	bicurious	Submisive	Men_and_Women	15.0	947.0	1460 days	0.0	0.0	0.0	0.0		2	14
7394	2092	male	39.2	A	Non_Verified	Homosexual	Submisive	Nobody	0.0	2313.0	2438 days	0.0	0.0	0.0	0.0		2	0
7395	20920	male	36.6	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1335.0	1460 days	0.0	0.0	0.0	0.0		2	0
7396	20922	male	38.0	A	Non_Verified	Heterosexual	Dominant	Women	60.0	1.0	1460 days	0.0	3.0	0.0	0.0	11581	2	15
7397	20924	female	51.0	A	Non_Verified	Heterosexual	Dominant	Nobody	1.0	1242.0	1460 days	1.0	0.0	0.0	0.0		2	0
7398	2093	male	39.2	A	Non_Verified	Homosexual	Submisive	Nobody	0.0	2311.0	2438 days	0.0	0.0	0.0	0.0		2	0
7399	20931	male	23.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1335.0	1460 days	0.0	0.0	0.0	0.0		2	0
7400	20932	female	35.5	H	Non_Verified	bisexual	Switch	Nobody	5.0	33.0	1460 days	0.0	0.0	0.0	1.0		2	10
7401	20934	male	33.6	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1332.0	1460 days	0.0	0.0	0.0	0.0		2	0
7402	20938	male	22.4	M	Non_Verified	Homosexual	Submisive	Men	15.0	1014.0	1460 days	0.0	1.0	0.0	0.0		2	0
7403	2094	male	43.3	B	Non_Verified	Heterosexual	Dominant	Nobody	15.0	2261.0	2437 days	0.0	0.0	0.0	0.0		2	0
7404	20940	male	37.0	A	Non_Verified	Heterosexual	Submisive	Women	15.0	33.0	1460 days	0.0	0.0	0.0	0.0	19316,6420,22225,13145	2	83
7405	20941	male	48.5	A	Non_Verified	bicurious	Switch	Nobody	0.0	1334.0	1460 days	0.0	0.0	0.0	0.0		2	0
7406	20945	female	26.6	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1334.0	1459 days	0.0	0.0	0.0	0.0		2	0
7407	20946	male	52.1	C	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1333.0	1459 days	0.0	0.0	0.0	0.0		2	0
7408	20948	male	37.7	K	Non_Verified	Heterosexual	Dominant	Nobody	16.0	99.0	1459 days	1.0	0.0	0.0	0.0	24279,44559	2	9
7409	2095	male	30.9	A	Non_Verified	Heterosexual	Dominant	Nobody	15.0	534.0	2437 days	0.0	1.0	0.0	0.0		2	1
7410	20950	male	38.8	K	Non_Verified	bisexual	Submisive	Men_and_Women	15.0	21.0	1459 days	0.0	1.0	0.0	0.0	36469	2	0
7411	20951	male	37.6	N	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1334.0	1459 days	0.0	0.0	0.0	0.0		2	0
7412	20952	female	38.0	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1318.0	1459 days	0.0	0.0	0.0	0.0	9955	2	0
7413	20953	female	36.2	N	Non_Verified	bicurious	Submisive	Nobody	0.0	1334.0	1459 days	0.0	0.0	0.0	0.0		2	0
7414	20954	male	49.3	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	781.0	1459 days	0.0	0.0	0.0	0.0		2	3
7415	20957	male	32.3	L	Non_Verified	Heterosexual	Dominant	Women	0.0	1284.0	1459 days	0.0	1.0	0.0	0.0		2	0
7416	20958	male	40.0	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1334.0	1459 days	0.0	0.0	0.0	0.0		2	0
7417	2096	male	37.4	S	Non_Verified	bisexual	Switch	Nobody	0.0	2311.0	2437 days	0.0	0.0	0.0	0.0		2	0
7418	20960	male	34.9	A	Non_Verified	Heterosexual	Submisive	Nobody	15.0	1302.0	1459 days	0.0	0.0	0.0	0.0		2	20
7419	20962	male	31.1	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1334.0	1459 days	0.0	0.0	0.0	0.0		2	0
7420	20964	male	41.8	A	Non_Verified	Heterosexual	Switch	Nobody_but_maybe	0.0	14.0	1459 days	0.0	0.0	0.0	0.0		2	0
7421	20966	female	32.1	A	Verified	Heterosexual	Switch	Men	150.0	1.0	1458 days	0.0	0.0	1.0	0.0	6982,885,43819	2	17
7422	20970	male	54.7	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1333.0	1458 days	0.0	0.0	0.0	0.0		2	0
7423	20972	female	31.7	M	Non_Verified	bicurious	Submisive	Nobody	19.0	1.0	1458 days	17.0	0.0	0.0	2.0		2	383
7424	20974	male	34.7	L	Non_Verified	Heterosexual	Dominant	Women	0.0	419.0	1458 days	0.0	2.0	0.0	0.0		2	30
7425	20977	male	44.6	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1333.0	1458 days	0.0	0.0	0.0	0.0		2	0
7426	20979	male	30.0	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1333.0	1458 days	0.0	0.0	0.0	0.0		2	0
7427	2098	male	41.1	S	Non_Verified	bisexual	Submisive	Nobody	15.0	2311.0	2437 days	0.0	0.0	0.0	0.0		2	0
7428	20980	female	24.1	B	Non_Verified	Heterosexual	Submisive	Nobody	0.0	199.0	1458 days	0.0	0.0	0.0	0.0	20994,4019	2	0
7429	20984	female	39.1	G	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1291.0	1458 days	0.0	0.0	0.0	0.0		2	0
7430	20985	male	24.4	B	Non_Verified	Heterosexual	Switch	Women	0.0	1229.0	1458 days	0.0	0.0	0.0	0.0		2	0
7431	20987	male	48.9	J	Non_Verified	bisexual	Switch	Nobody	0.0	918.0	1458 days	0.0	0.0	0.0	0.0		2	47
7432	20989	male	28.9	H	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1318.0	1458 days	0.0	0.0	0.0	0.0		2	0
7433	2099	male	42.7	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	141.0	2436 days	0.0	0.0	0.0	0.0		2	0
7434	20990	male	22.2	M	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1333.0	1458 days	0.0	0.0	0.0	0.0		2	0
7435	20992	male	24.1	H	Non_Verified	Heterosexual	Submisive	Nobody	23.0	127.0	1458 days	4.0	1.0	0.0	1.0	18069,21510,6987,15522,18996	2	500
7436	20993	male	25.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	76.0	1458 days	0.0	0.0	0.0	0.0		2	0
7437	20994	female	24.1	B	Non_Verified	bisexual	Submisive	Nobody_but_maybe	0.0	1167.0	1458 days	0.0	0.0	0.0	0.0	20980	2	0
7438	20995	female	24.4	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1315.0	1458 days	0.0	0.0	0.0	0.0		2	0
7439	20998	female	29.0	K	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	0.0	1286.0	1457 days	0.0	0.0	0.0	0.0		2	0
7440	20999	female	42.3	E	Non_Verified	bisexual	Submisive	Nobody	0.0	1329.0	1457 days	0.0	0.0	0.0	0.0		2	0
7441	210	male	27.2	A	Non_Verified	bicurious	Switch	Women	30.0	1.0	2832 days	0.0	0.0	0.0	0.0		2	0
7442	2100	male	66.9	M	Non_Verified	bisexual	Switch	Nobody	2.0	1809.0	2436 days	1.0	0.0	0.0	0.0		2	0
7443	21001	male	47.7	E	Non_Verified	Heterosexual	Dominant	Women	0.0	1194.0	1457 days	0.0	0.0	0.0	0.0		2	16
7444	21002	male	33.4	A	Non_Verified	Heterosexual	Switch	Nobody	20.0	55.0	1457 days	0.0	8.0	0.0	1.0	33755	2	0
7445	21003	female	24.1	H	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1332.0	1457 days	0.0	0.0	0.0	0.0		2	0
7446	21004	male	36.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1332.0	1457 days	0.0	0.0	0.0	0.0		2	0
7447	21006	female	27.0	C	Non_Verified	bisexual	Dominant	Nobody	25.0	1311.0	1457 days	0.0	0.0	0.0	2.0		2	0
7448	21007	male	49.1	C	Non_Verified	Heterosexual	Dominant	Nobody	0.0	429.0	1457 days	0.0	0.0	0.0	0.0		2	1
7449	21008	female	29.8	F	Non_Verified	bisexual	Submisive	Men_and_Women	20.0	1328.0	1457 days	0.0	0.0	0.0	8.0		2	0
7450	21009	male	36.9	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1331.0	1456 days	0.0	0.0	0.0	0.0		2	0
7451	2101	male	46.9	F	Non_Verified	Heterosexual	Switch	Nobody	0.0	2311.0	2436 days	0.0	0.0	0.0	0.0		2	0
7452	21012	male	36.9	N	Non_Verified	Heterosexual	Switch	Nobody	0.0	1331.0	1456 days	0.0	0.0	0.0	0.0		2	0
7453	21013	female	32.1	F	Non_Verified	Heterosexual	Submisive	Nobody	0.0	373.0	1456 days	0.0	0.0	0.0	0.0		2	0
7454	21018	male	37.1	L	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1331.0	1456 days	0.0	0.0	0.0	0.0		2	0
7455	21019	male	33.0	A	Non_Verified	Heterosexual	Dominant	Nobody	75.0	335.0	1456 days	0.0	0.0	0.0	6.0	13680	2	63
7456	2102	male	22.4	A	Non_Verified	bisexual	Dominant	Nobody	0.0	2311.0	2436 days	0.0	0.0	0.0	0.0		2	0
7457	21020	male	34.6	K	Non_Verified	bisexual	Submisive	Nobody	15.0	1.0	1456 days	0.0	0.0	0.0	0.0	28818,12766,37442,19802	2	9381
7458	21021	male	23.6	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1331.0	1456 days	0.0	0.0	0.0	0.0		2	0
7459	21023	male	33.1	N	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1327.0	1456 days	0.0	0.0	0.0	0.0		2	0
7460	21025	male	53.4	L	Non_Verified	Heterosexual	Submisive	Women	0.0	1330.0	1455 days	0.0	0.0	0.0	0.0		2	0
7461	21026	male	33.9	A	Non_Verified	bisexual	Switch	Nobody	0.0	1330.0	1455 days	0.0	0.0	0.0	0.0		2	0
7462	21027	male	53.1	F	Non_Verified	bisexual	Switch	Men_and_Women	50.0	1005.0	1455 days	0.0	0.0	0.0	0.0		2	32
7463	21029	male	49.6	O	Non_Verified	Heterosexual	Dominant	Women	0.0	1327.0	1455 days	0.0	0.0	0.0	0.0		2	0
7464	2103	male	25.4	A	Non_Verified	bisexual	Dominant	Nobody	0.0	2311.0	2436 days	0.0	0.0	0.0	0.0		2	0
7465	21034	female	26.9	A	Non_Verified	Heterosexual	Submisive	Men_and_Women	16.0	3.0	1455 days	1.0	0.0	0.0	0.0	23136,31166	2	1184
7466	21038	male	27.2	G	Non_Verified	bisexual	Submisive	Nobody	0.0	1330.0	1455 days	0.0	0.0	0.0	0.0		2	0
7467	21039	female	30.0	M	Non_Verified	bisexual	Dominant	Nobody	5.0	1330.0	1455 days	0.0	0.0	0.0	1.0		2	0
7468	2104	male	33.0	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	2311.0	2436 days	0.0	0.0	0.0	0.0		2	0
7469	21042	male	41.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1091.0	1455 days	0.0	0.0	0.0	0.0		2	0
7470	21044	female	23.7	A	Non_Verified	Heterosexual	Submisive	Men	23.0	640.0	1454 days	3.0	0.0	0.0	1.0		2	0
7471	21047	male	27.9	G	Non_Verified	Heterosexual	Submisive	Nobody	0.0	844.0	1454 days	0.0	0.0	0.0	0.0		2	0
7472	21048	female	36.7	H	Non_Verified	Heterosexual	Switch	Nobody	0.0	1297.0	1454 days	0.0	1.0	0.0	0.0		2	0
7473	2105	male	48.6	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1968.0	2436 days	0.0	0.0	0.0	0.0		2	0
7474	21050	male	26.9	A	Non_Verified	bisexual	Submisive	Women	0.0	257.0	1454 days	0.0	1.0	0.0	0.0		2	0
7475	21051	male	30.3	B	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1329.0	1454 days	0.0	0.0	0.0	0.0		2	0
7476	21053	male	23.5	O	Non_Verified	Homosexual	Submisive	Men	15.0	1.0	1454 days	0.0	0.0	0.0	0.0		2	0
7477	21055	male	40.0	A	Non_Verified	Heterosexual	Dominant	Women	0.0	1091.0	1454 days	0.0	0.0	0.0	0.0		2	0
7478	21056	female	37.7	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1326.0	1454 days	0.0	0.0	0.0	0.0		2	0
7479	21058	male	24.2	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1329.0	1454 days	0.0	0.0	0.0	0.0		2	0
7480	21059	male	28.4	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1284.0	1454 days	0.0	0.0	0.0	0.0		2	0
7481	2106	female	40.5	A	Non_Verified	bisexual	Dominant	Nobody	15.0	840.0	2435 days	0.0	1.0	0.0	0.0		2	0
7482	21060	female	20.4	K	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1329.0	1454 days	0.0	0.0	0.0	0.0		2	0
7483	21061	male	58.0	J	Non_Verified	Homosexual	Submisive	Nobody	0.0	1259.0	1454 days	0.0	0.0	0.0	0.0		2	2
7484	21066	male	29.2	J	Non_Verified	bisexual	Submisive	Nobody	0.0	394.0	1454 days	0.0	0.0	0.0	0.0		2	0
7485	21070	male	57.3	A	Non_Verified	Homosexual	Submisive	Nobody	15.0	478.0	1454 days	0.0	0.0	0.0	0.0		2	0
7486	21072	female	36.7	L	Non_Verified	bisexual	Submisive	Nobody	20.0	1112.0	1454 days	10.0	0.0	0.0	0.0	18417	2	0
7487	21074	female	30.0	B	Non_Verified	Heterosexual	Switch	Men	0.0	514.0	1453 days	0.0	0.0	0.0	0.0	83	2	0
7488	21075	male	63.3	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	18.0	1453 days	0.0	0.0	0.0	0.0		2	0
7489	21076	male	47.1	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7490	21078	male	36.3	A	Non_Verified	bicurious	Switch	Nobody	5.0	376.0	1453 days	0.0	0.0	0.0	1.0		2	0
7491	21079	male	28.6	G	Non_Verified	Heterosexual	Switch	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7492	2108	male	32.3	A	Non_Verified	Heterosexual	Dominant	Nobody	15.0	2274.0	2434 days	0.0	0.0	0.0	0.0		2	0
7493	21080	male	26.9	M	Non_Verified	Heterosexual	Submisive	Nobody	0.0	41.0	1453 days	0.0	0.0	0.0	0.0	16585	2	24
7494	21081	male	25.6	G	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7495	21082	male	46.5	J	Non_Verified	bisexual	Dominant	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7496	21083	male	33.0	A	Non_Verified	bisexual	Switch	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7497	21084	male	35.4	F	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1.0	1453 days	0.0	0.0	0.0	0.0	26316	2	0
7498	21084	male	35.4	F	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1.0	1453 days	0.0	0.0	0.0	0.0	26316	2	0
7499	21085	male	57.1	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1250.0	1453 days	0.0	0.0	0.0	0.0		2	0
7500	21086	male	39.1	B	Non_Verified	bicurious	Switch	Men_and_Women	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7501	21087	male	50.4	G	Non_Verified	bisexual	Submisive	Nobody	0.0	1290.0	1453 days	0.0	0.0	0.0	0.0		2	0
7502	2109	male	31.2	B	Non_Verified	Heterosexual	Submisive	Women	0.0	3.0	2434 days	7.0	0.0	0.0	0.0		2	120
7503	21090	male	36.5	A	Non_Verified	Homosexual	Submisive	Nobody	0.0	809.0	1453 days	0.0	0.0	0.0	0.0		2	0
7504	21092	male	51.9	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
7505	21093	male	57.3	G	Non_Verified	Heterosexual	Dominant	Nobody	0.0	4.0	1453 days	0.0	1.0	0.0	0.0		2	0
7506	21094	male	48.5	F	Non_Verified	Heterosexual	Dominant	Women	0.0	3.0	1453 days	0.0	0.0	0.0	0.0		2	1297
7507	21095	male	33.0	L	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1328.0	1453 days	0.0	0.0	0.0	0.0		2	0
